ticker,full_10y,dva_shares,dva_spent,dva_cash,dva_avg_price,dva_trades,P_end,A_P_dca,A_extra_shares,A_mix_shares,A_mix_avg_price,A_dca_pure_shares,A_eff_mix,A_eff_dca,A_improvement,B_P_dca,B_extra_shares,B_mix_shares,B_mix_avg_price,B_dca_pure_shares,B_eff_mix,B_eff_dca,B_improvement,n_months,monthly_budget,n_days
4892.T,False,3400,2213400.0,3786600.0000000037,651.0,34,590.0,763.7051282051282,4900,8300,717.5367624343528,7800,0.8161666666666667,0.767,1.064102564102564,835.6486486486486,4500,7900,756.1796099897366,7100,0.7768333333333334,0.6981666666666667,1.1126760563380282,37,162162.16216216216,756
6999.T,True,3400,3013687.98828125,2986312.01171875,886.3788200827206,34,1356.9716796875,1193.1727337646485,2500,5900,1016.3762411343849,5000,1.3343554850260417,1.1308097330729168,1.18,1311.039996846517,2200,5600,1053.2099966684978,4500,1.2665069010416667,1.017728759765625,1.2444444444444445,120,50000.0,2465
8388.T,True,1500,3005482.9345703125,2994517.0654296875,2003.6552897135416,15,4324.3017578125,2295.4949951171875,1300,2800,2139.152295793806,2600,2.0180074869791667,1.8738640950520833,1.0769230769230769,2402.8306599934895,1200,2700,2181.0665653935184,2400,1.945935791015625,1.729720703125,1.125,120,50000.0,2465
6532.T,False,1900,473043.9353942871,5526956.064605707,248.97049231278268,19,6419.970703125,496.25611471696334,11100,13000,460.1143699040447,12000,13.9099365234375,12.83994140625,1.0833333333333333,2716.161632026945,2000,3900,1514.1967178072248,2200,4.17298095703125,2.3539892578125,1.7727272727272725,112,53571.42857142857,2300
6460.T,True,1900,2646065.008544922,3353934.991455078,1392.6657939710115,19,2420.816162109375,1535.8101986616086,2100,4000,1467.816606433575,3900,1.61387744140625,1.5735305053710937,1.0256410256410255,1712.4139340718586,1900,3800,1552.539864021435,3500,1.5331835693359375,1.4121427612304687,1.0857142857142859,120,50000.0,2465
9519.T,False,3300,2824225.0,3175774.9999999953,855.8257575757576,33,685.0,898.3598484848485,3500,6800,877.7183043672014,6600,0.7763333333333333,0.7535,1.0303030303030303,1489.4345794392523,2100,5400,1102.22918830045,4000,0.6165,0.45666666666666667,1.35,107,56074.766355140186,2184
9601.T,True,400,4395034.765625,1604965.234375,10987.5869140625,4,11829.1748046875,11976.697021484375,100,500,11185.408935546875,500,0.9857645670572917,0.9857645670572917,1.0,12411.044596354166,100,500,11272.278450520833,400,0.9857645670572917,0.7886116536458333,1.25,120,50000.0,2465
8362.T,True,2100,2847675.8850097656,3152324.1149902344,1356.036135718936,21,2531.41064453125,1546.8841143156353,2000,4100,1449.1327106441554,3800,1.7297972737630207,1.6032267415364583,1.0789473684210527,1622.941037750244,1900,4000,1482.8159641838074,3600,1.6876070963541667,1.51884638671875,1.1111111111111112,120,50000.0,2465
6961.T,True,1000,2687159.9609375,3312840.0390625,2687.1599609375,10,9256.794921875,3370.6502723693848,900,1900,3010.918529510498,1700,2.9313183919270833,2.6227585611979167,1.1176470588235294,4158.745567321777,700,1700,3293.1069753310258,1400,2.6227585611979167,2.1599188151041666,1.2142857142857144,120,50000.0,2465
4911.T,True,1300,5099005.9326171875,900994.0673828125,3922.312255859375,13,2251.444580078125,4447.8082932692305,200,1500,3992.378394180689,1300,0.5628611450195312,0.48781299235026043,1.1538461538461537,5036.5872451782225,100,1400,4001.903326525007,1100,0.5253370686848958,0.4127648396809896,1.2727272727272727,120,50000.0,2465
7383.T,False,3600,1313700.0,4686300.000000001,364.9166666666667,36,526.0,387.67857142857144,12000,15600,382.4258241758242,15400,1.3676,1.3500666666666667,1.0129870129870129,499.3775510204082,9300,12900,461.8535832937826,12000,1.1309,1.052,1.075,49,122448.97959183673,990
5032.T,False,800,2066938.2080078125,3933061.7919921866,2583.6727600097656,8,4781.47314453125,3077.616320158306,1200,2000,2880.0388960988894,1900,1.5938243815104167,1.514133162434896,1.0526315789473684,3427.7863074014354,1100,1900,3072.370076920732,1700,1.514133162434896,1.3547507242838541,1.1176470588235294,43,139534.88372093023,874
9310.T,True,3800,1581717.074584961,4418282.925415039,416.241335417095,38,1114.323974609375,461.7027130126953,9500,13300,448.7137479853809,12900,2.4700848103841144,2.3957965454101564,1.0310077519379843,523.3223817189535,8400,12200,489.9692689364074,11400,2.265792081705729,2.1172155517578126,1.0701754385964912,120,50000.0,2465
8084.T,True,1700,2015918.2739257812,3984081.7260742188,1185.8342787798713,17,3536.540771484375,1364.438480922154,2900,4600,1298.4325801304408,4300,2.7113479248046874,2.5345208862304687,1.069767441860465,1549.8126121520995,2500,4200,1402.488048644293,3800,2.4755785400390624,2.2398091552734374,1.105263157894737,120,50000.0,2465
3778.T,True,3700,2513574.6337890625,3486425.3662109375,679.3444956186655,37,2774.69873046875,800.6238327026367,4300,8000,744.5321393013,7400,3.6995983072916667,3.4221284342447915,1.0810810810810811,1420.093202082316,2400,6100,970.786609637151,4200,2.820943709309896,1.942289111328125,1.4523809523809523,120,50000.0,2465
4443.T,False,1900,2761298.8708496094,3238701.1291503864,1453.315195184005,19,1731.2406005859375,1589.8005453573692,2000,3900,1523.3076824523966,3700,1.1253063903808593,1.067598370361328,1.054054054054054,1717.2344858676572,1800,3700,1581.7083636247007,3400,1.067598370361328,0.9810363403320312,1.088235294117647,79,75949.3670886076,1597
2726.T,True,4100,1169393.6553955078,4830606.344604492,285.21796473061164,41,1986.552490234375,395.3224401281984,12200,16300,367.6274493840201,15100,5.396800931803385,4.9994904337565105,1.0794701986754967,619.6156242370605,7700,11800,503.42660695092155,9600,3.9068865641276043,3.178483984375,1.2291666666666667,120,50000.0,2465
7203.T,True,1900,2392304.510498047,3607695.489501953,1259.1076371042352,19,3306.762939453125,1402.108359200614,2500,4400,1340.3580473862685,4200,2.424959488932292,2.3147340576171875,1.0476190476190477,1649.0201362609864,2100,4000,1463.8116991615295,3600,2.204508626302083,1.984057763671875,1.111111111111111,120,50000.0,2465
