score_threshold,w_shortage,w_value,w_bb,w_trend,w_risk,value_band,risk_ratio,max_lots_per_trade,lot_size,all_A_mean,all_A_median,all_A_winrate,all_B_mean,all_B_median,all_B_winrate,full_A_mean,full_B_mean,is_A_mean,is_B_mean,oos_A_mean,oos_B_mean,combo_score
0.5396436235364812,0.4291,0.0529,0.0915,0.4265,-0.2,0.19451482876707726,0.910176146909003,2,100,1.1189535603368044,1.1041666666666667,0.9523809523809523,1.2955337938460756,1.2222222222222223,0.9904761904761905,1.1242760467377937,1.3071461751962343,1.063072880439139,1.1282667421519788,1.0718507878637618,1.1673016574587196,1.095402174100283
0.5432515593242366,0.4204,0.0948,0.0492,0.4356,-0.2,0.12530347499296834,1.055158217287418,2,100,1.1284542551598948,1.1111111111111112,0.9523809523809523,1.321850698196006,1.25,0.9904761904761905,1.1315897208131154,1.3248131572223216,1.0848948878690319,1.158981732748453,1.075242425590584,1.1736493079084351,1.1018483403752395
0.5952249715845683,0.4695,0.0517,0.0517,0.427,-0.1,0.24820307595863506,1.0906411049810378,1,100,1.1309039417022821,1.1111111111111112,0.9619047619047619,1.3136102604455693,1.2333333333333334,0.9904761904761905,1.1397766963721327,1.3198251389634645,1.0839087575014257,1.1520179670084543,1.0754580970325354,1.1663083268001315,1.1031810193674088
0.3654283125413476,0.6403,0.0694,0.0473,0.2431,-0.2,0.29410762847646976,1.2334729999288359,2,100,1.124425674807829,1.1162790697674418,0.9428571428571428,1.3210969416047722,1.2647058823529411,0.9809523809523809,1.1292984830540607,1.315328604818496,1.0879719172007059,1.1706667241896698,1.0781901740057582,1.18127998334134,1.1013079244067936
0.5782905274171725,0.4382,0.0498,0.0498,0.4621,-0.2,0.12109343884887129,1.0834791178532284,3,100,1.1336074477919365,1.1111111111111112,0.9809523809523809,1.319798113013215,1.2413793103448274,0.9904761904761905,1.1400593483960157,1.326261449946355,1.078321146998214,1.1497337505013498,1.0736342950100446,1.1671006481273685,1.1036208714009905
0.354094696028572,0.6662,0.0742,0.0495,0.2101,-0.2,0.2777343127529179,0.9979399483633812,3,100,1.1322826703247073,1.119047619047619,0.9809523809523809,1.3246956094389637,1.25,0.9904761904761905,1.1366966217225394,1.324035762701863,1.0941657308319537,1.170980938689034,1.0789469177170443,1.1768453628028153,1.1056147940208758
0.3994600223974453,0.6437,0.0932,0.0518,0.2112,-0.2,0.21239380544408779,1.2476932887431484,2,100,1.1328222491715867,1.1199999999999999,0.9714285714285714,1.322721789029017,1.25130890052356,0.9904761904761905,1.1386727215895958,1.3233839375045005,1.0946320435796875,1.172095864064853,1.0772742873971217,1.172888766670489,1.1050482682843543
0.4105925177647728,0.6857,0.0515,0.0515,0.2113,-0.2,0.18014818108594152,0.9477105641254777,1,100,1.1349665870623433,1.1150442477876108,0.9523809523809523,1.3186871573029304,1.2333333333333334,0.9904761904761905,1.1438215027010816,1.326048826309132,1.082797874126802,1.1526989653708732,1.0761474824556303,1.1721812758854102,1.105557034758987
0.5395234653758895,0.4372,0.0539,0.0841,0.4248,-0.2,0.17470758006298864,0.9743086416812723,1,100,1.1234122288189754,1.105263157894737,0.9523809523809523,1.306953522820608,1.2253521126760563,0.9904761904761905,1.1286948045370173,1.3156136184687826,1.072374377144198,1.1382065817288214,1.0704842039825107,1.1633365411471048,1.096948216400743
0.39525079315243844,0.6369,0.0518,0.1023,0.2089,-0.2,0.28426546217181964,1.2647802525438578,2,100,1.124168649922649,1.1153846153846154,0.9619047619047619,1.3125704447737712,1.25,0.9904761904761905,1.1276316888845912,1.3123882025356934,1.080486392659503,1.1569504840510259,1.0761241535393629,1.1697044200291877,1.1001464017310059
0.5397233301472825,0.4085,0.0526,0.09,0.4489,-0.2,0.1445016054853992,0.9126234341407742,1,100,1.107765997006439,1.090909090909091,0.8857142857142857,1.2951569373106326,1.2000000000000002,0.9809523809523809,1.1076656086345236,1.3002338706925776,1.0687798955451653,1.1369121452697712,1.0633558117252653,1.1633779137172726,1.085560904365852
0.3626909975518513,0.5955,0.0496,0.0985,0.2564,-0.2,0.2897302199754094,1.0760760600255384,2,100,1.1102121087313293,1.0930232558139534,0.9238095238095239,1.3096381497471494,1.25,0.9904761904761905,1.1079441451094476,1.3022517780630343,1.0815965890156696,1.1605639854223901,1.0697995547205401,1.1741613532550825,1.0900058317259347
0.3810323672900095,0.6274,0.0609,0.0888,0.223,-0.2,0.17774048382411775,1.0943652852121935,2,100,1.1266910616137247,1.1153846153846154,0.9428571428571428,1.3164860900125495,1.2460732984293192,0.9904761904761905,1.1318316240324764,1.3166247340150354,1.0874900109008496,1.1652279697352539,1.0763500072670802,1.1733161737011724,1.1015205344404024
0.5552898254064462,0.4829,0.0487,0.0487,0.4196,-0.1,0.20969778887054794,1.0691593915604285,3,100,1.1290872613455032,1.1153846153846154,0.9619047619047619,1.3200640291093373,1.25,0.9904761904761905,1.1328697077658205,1.317011836426221,1.0965616232004383,1.1733620369838862,1.0812973680491136,1.1783817283786207,1.1051923146973084
0.5187238944615342,0.4544,0.0493,0.0493,0.4469,-0.1,0.2988603898519577,1.0636615737407726,3,100,1.1221119417469347,1.1153846153846154,0.9619047619047619,1.3214574040346945,1.2647058823529411,0.9904761904761905,1.1257311468079212,1.3138607267800713,1.0908209799526034,1.178637848162327,1.0758955674593103,1.1809468997729229,1.0990037546031224
0.3653612899060635,0.5972,0.0821,0.0851,0.2356,-0.2,0.2600840407945081,0.9239345111729789,3,100,1.130611742718479,1.1162790697674418,0.9523809523809523,1.3202335964975787,1.2408376963350785,0.9904761904761905,1.1367635173689834,1.324956761154357,1.0873353421065264,1.1641272935042013,1.0765093991694201,1.1745738265241545,1.1035605709439495
0.3740248948279642,0.6903,0.0498,0.0498,0.2101,-0.2,0.22739061686060452,1.2065619998995458,2,100,1.1290200810515822,1.1153846153846154,0.9714285714285714,1.322004238238736,1.2564532349983237,0.9904761904761905,1.1330454235865186,1.3164883524522248,1.0900527449385962,1.1709816914421582,1.0801179971436325,1.1802363012156145,1.1045690390976075
0.3622757932411486,0.6472,0.048,0.0899,0.215,-0.2,0.1831112672124906,0.9306568633248988,1,100,1.130823564805953,1.1162790697674418,0.9523809523809523,1.319177446510493,1.2413793103448274,0.9904761904761905,1.1372284987489842,1.3241988489162777,1.086161825543349,1.163638847496519,1.0774488303774112,1.1746144986298805,1.1041361975916821
0.5456403857901846,0.443,0.0879,0.0637,0.4054,-0.2,0.1386341457223182,0.9723198059145325,2,100,1.1288256159370755,1.107843137254902,0.9714285714285714,1.308999325121365,1.2333333333333334,0.9904761904761905,1.1381287625914984,1.320852879807435,1.0715303378631704,1.1343078373530948,1.0718675129954085,1.1661858365573952,1.100346564466242
0.35137773552940504,0.6699,0.0506,0.066,0.2135,-0.2,0.22482942478852927,1.2913094645988106,1,100,1.1250736381625568,1.1162790697674418,0.9714285714285714,1.322951067170768,1.2758620689655171,0.9904761904761905,1.128100144200966,1.3143152650125158,1.0887724324151349,1.1709480328689637,1.0798661291236022,1.1803668327124002,1.1024698836430795
0.5659995718801152,0.4382,0.0671,0.0888,0.4058,-0.1,0.2302480281137928,1.0895071199331985,3,100,1.1210477785606312,1.107142857142857,0.9428571428571428,1.3049421298641546,1.2352941176470589,0.9904761904761905,1.129541401960616,1.3113317792604147,1.0780534533137744,1.1515220129203705,1.0727527100968024,1.1658398379839685,1.0969002443287168
0.5958707525971935,0.4237,0.0478,0.0511,0.4774,-0.2,0.10403992288421632,1.0411594007258977,2,100,1.1286087253055779,1.1153846153846154,0.9619047619047619,1.3104836337112373,1.2253521126760563,0.9904761904761905,1.1355519342074967,1.320270511395294,1.0754152397130983,1.140903587706326,1.0711406223289184,1.1656604120560587,1.099874673817248
0.5711917810588579,0.4563,0.0813,0.049,0.4134,-0.2,0.15635232369695373,0.9991210156402286,2,100,1.1277230045470723,1.1081081081081081,0.9714285714285714,1.3003518850457583,1.2105263157894737,0.9904761904761905,1.137047283600261,1.311974108171678,1.0689234774201968,1.1293213090012526,1.0719970214411563,1.1608662304005566,1.0998600129941143
0.38898894688726093,0.6402,0.0467,0.0467,0.2665,-0.2,0.2530723291060234,1.3953054132830292,1,100,1.122126876779755,1.1153846153846154,0.9619047619047619,1.3189024593781207,1.254335260115607,0.9904761904761905,1.1257372907551364,1.310974094299547,1.0881465514224336,1.17057010411933,1.0781901156647482,1.178472545093972,1.1001584962222517
0.37325699405288737,0.6471,0.0516,0.0516,0.2496,-0.2,0.1367511810115128,0.9732784899652495,2,100,1.1310937161018908,1.119047619047619,0.9523809523809523,1.3241703495328032,1.25,0.9904761904761905,1.135803358702478,1.3220827855682247,1.0943382740781027,1.1724338921628024,1.079926148559158,1.1786566984407063,1.1055099323305244
0.5066079210919395,0.4406,0.0487,0.055,0.4557,-0.1,0.20010674650227472,0.9424554277681486,2,100,1.0943845923834608,1.0789473684210527,0.8666666666666667,1.3023042199281398,1.2369942196531791,0.9904761904761905,1.089370667110756,1.2897541076405654,1.0843289152872535,1.1743982650557971,1.0642319545618832,1.1717563006065268,1.079308273472672
0.5369984367847198,0.4315,0.0928,0.0574,0.4183,-0.1,0.24176192926540457,0.9236798166357337,2,100,1.1270632894845338,1.1111111111111112,0.9619047619047619,1.3163767878909298,1.25,0.9904761904761905,1.1328204077430188,1.317065868192862,1.0911079006132305,1.1689368668150686,1.0776016257807575,1.1783113480092153,1.1023324576326456
