threshold,score_mix_lambda,w_shortage,w_value,w_bb,w_trend,w_risk,shares,spent,cash,trades,avg_price
0.4,0.6,0.45,0.35,0.15,0.15,0.2,419,13424.185563087463,46575.81443691254,191,32.03862902884836
0.4,0.7,0.45,0.45,0.2,0.15,0.3,417,14469.921111106873,45530.07888889313,192,34.70005062615557
0.4,0.6,0.45,0.45,0.15,0.15,0.3,414,13582.204203605652,46417.79579639435,182,32.807256530448434
0.4,0.7,0.45,0.35,0.15,0.15,0.2,413,13128.221675872803,46871.7783241272,196,31.78746168492204
0.4,0.8,0.45,0.35,0.1,0.15,0.1,413,11687.202273368835,48312.797726631165,264,28.298310589270788
0.4,0.8,0.45,0.45,0.15,0.15,0.2,412,13490.73836517334,46509.26163482666,232,32.744510595080925
0.4,0.6,0.45,0.45,0.1,0.1,0.1,412,12005.512328147888,47994.48767185211,187,29.139593029485166
0.45,0.6,0.45,0.45,0.1,0.15,0.1,412,11990.20877456665,48009.79122543335,185,29.10244848195789
0.4,0.7,0.35,0.45,0.1,0.15,0.1,411,13481.111598968506,46518.888401031494,197,32.80075814834186
0.4,0.6,0.45,0.25,0.15,0.15,0.1,411,11384.268151283264,48615.731848716736,190,27.69894927319529
0.4,0.6,0.45,0.25,0.1,0.15,0.1,409,11294.246704101562,48705.75329589844,192,27.61429512005272
0.4,0.7,0.45,0.25,0.15,0.15,0.1,408,11279.5469455719,48720.4530544281,194,27.645948396009558
0.45,0.8,0.45,0.45,0.2,0.15,0.1,407,13562.071559906006,46437.928440093994,232,33.3220431447322
0.4,0.7,0.45,0.25,0.1,0.15,0.1,406,11188.550954818726,48811.449045181274,198,27.558007277878634
0.4,0.7,0.45,0.45,0.15,0.15,0.3,405,13366.378659248352,46633.62134075165,189,33.00340409690951
0.4,0.8,0.45,0.45,0.2,0.1,0.1,404,13497.60634803772,46502.39365196228,235,33.409916703063665
0.4,0.6,0.45,0.35,0.1,0.15,0.2,404,11835.728747367859,48164.27125263214,186,29.296358285564008
0.4,0.7,0.45,0.45,0.1,0.1,0.1,404,11825.48430633545,48174.51569366455,194,29.27100075825606
0.45,0.7,0.45,0.45,0.1,0.15,0.1,404,11808.069873809814,48191.930126190186,192,29.227895727252015
0.4,0.6,0.45,0.45,0.1,0.15,0.3,403,12348.998518943787,47651.00148105621,178,30.642676225666964
0.4,0.8,0.45,0.45,0.1,0.15,0.2,402,12436.331090927124,47563.668909072876,231,30.93614699235603
0.4,0.6,0.45,0.35,0.2,0.1,0.1,398,13022.453539848328,46977.54646015167,179,32.71973251218173
0.45,0.6,0.45,0.35,0.2,0.15,0.1,398,13001.722346305847,46998.27765369415,177,32.667644086195594
0.4,0.8,0.35,0.45,0.2,0.15,0.1,397,14110.997734069824,45889.002265930176,230,35.54407489690132
0.4,0.8,0.45,0.25,0.2,0.15,0.1,397,12291.497197151184,47708.502802848816,255,30.960950118768725
0.4,0.6,0.45,0.35,0.2,0.15,0.3,396,13330.20967388153,46669.79032611847,176,33.662145641114975
0.45,0.8,0.45,0.45,0.15,0.15,0.1,396,12449.595182418823,47550.40481758118,232,31.438371672774807
0.4,0.8,0.45,0.35,0.2,0.15,0.2,395,13161.176316261292,46838.82368373871,226,33.3194337120539
0.4,0.7,0.45,0.35,0.1,0.15,0.2,395,11489.383819580078,48510.61618041992,189,29.087047644506526
0.45,0.6,0.45,0.45,0.2,0.15,0.2,394,13217.927974700928,46782.07202529907,170,33.54804054492621
0.4,0.7,0.45,0.45,0.1,0.15,0.3,394,12076.442558288574,47923.557441711426,186,30.650869437280644
0.4,0.6,0.35,0.35,0.2,0.15,0.1,393,13824.007328987122,46175.99267101288,176,35.17559116790616
0.4,0.8,0.45,0.45,0.15,0.1,0.1,392,12217.517210960388,47782.48278903961,238,31.16713574224589
0.4,0.6,0.45,0.45,0.2,0.1,0.2,391,13154.88572216034,46845.11427783966,172,33.64420900808271
