threshold,score_mix_lambda,w_shortage,w_value,w_bb,w_trend,w_risk,shares,spent,cash,trades,avg_price
0.4,0.6,0.35,0.45,0.2,0.15,0.1,1311,6757.4231159091,53242.5768840909,528,5.154403597184668
0.4,0.8,0.45,0.25,0.15,0.15,0.1,1311,5112.283146619797,54887.7168533802,695,3.899529478733636
0.4,0.6,0.45,0.45,0.2,0.05,0.1,1307,4874.235854655504,55125.764145344496,549,3.7293311818328263
0.4,0.6,0.45,0.25,0.15,0.1,0.1,1305,3661.2980943620205,56338.70190563798,560,2.805592409472813
0.4,0.6,0.35,0.45,0.15,0.15,0.1,1304,6751.4607400894165,53248.53925991058,528,5.177500567553234
0.4,0.8,0.45,0.45,0.2,0.1,0.1,1302,5677.954305291176,54322.045694708824,680,4.36094800713608
0.4,0.6,0.45,0.45,0.15,0.05,0.1,1302,4855.351348251104,55144.648651748896,550,3.7291485009609096
0.4,0.8,0.45,0.25,0.1,0.15,0.1,1300,5045.275417268276,54954.724582731724,697,3.880981090206366
0.4,0.6,0.45,0.25,0.1,0.1,0.1,1300,3649.5911695361137,56350.408830463886,561,2.8073778227200874
0.4,0.6,0.35,0.45,0.1,0.15,0.1,1294,6696.273855060339,53303.72614493966,529,5.174863875626228
0.4,0.8,0.45,0.45,0.15,0.1,0.1,1294,5653.244658231735,54346.755341768265,681,4.368813491678312
0.4,0.6,0.45,0.45,0.1,0.05,0.1,1293,4831.122353732586,55168.877646267414,550,3.7363668629022317
0.4,0.8,0.45,0.45,0.1,0.1,0.1,1286,5633.3707620203495,54366.62923797965,682,4.380537139984719
0.4,0.6,0.45,0.45,0.2,0.15,0.2,1275,5231.15857860446,54768.84142139554,503,4.102869473415263
0.4,0.6,0.45,0.45,0.15,0.15,0.2,1267,5166.14990311861,54833.85009688139,503,4.077466379730553
0.45,0.7,0.45,0.35,0.2,0.15,0.1,1264,5358.723069101572,54641.27693089843,554,4.239496098972762
0.4,0.6,0.45,0.45,0.1,0.15,0.2,1264,5156.34256207943,54843.65743792057,504,4.0793849383539795
0.45,0.8,0.45,0.45,0.2,0.15,0.1,1261,6028.274123162031,53971.72587683797,603,4.780550454529763
0.45,0.7,0.45,0.35,0.15,0.15,0.1,1261,5417.528082728386,54582.471917271614,559,4.296215767429331
0.45,0.7,0.45,0.35,0.1,0.15,0.1,1256,5457.298561543226,54542.701438456774,560,4.3449829311649895
0.45,0.8,0.45,0.45,0.15,0.15,0.1,1254,6051.43498557806,53948.56501442194,603,4.825705730126045
0.45,0.8,0.45,0.45,0.1,0.15,0.1,1249,6065.9467079639435,53934.05329203606,604,4.856642680515567
0.5,0.6,0.45,0.45,0.2,0.15,0.1,1244,5423.525209248066,54576.474790751934,477,4.359746952771757
0.45,0.6,0.45,0.25,0.2,0.15,0.1,1244,4060.3530506789684,55939.64694932103,504,3.263949397651904
0.4,0.7,0.45,0.25,0.2,0.1,0.1,1243,3760.979984998703,56239.0200150013,583,3.02572806516388
0.45,0.6,0.45,0.25,0.15,0.15,0.1,1241,4094.250371813774,55905.749628186226,507,3.2991542077467964
0.4,0.7,0.45,0.25,0.15,0.1,0.1,1239,3790.739703208208,56209.26029679179,586,3.0595154989573916
0.45,0.6,0.45,0.25,0.1,0.15,0.1,1236,4117.366087704897,55882.6339122951,509,3.331202336330823
0.4,0.7,0.45,0.25,0.1,0.1,0.1,1235,3770.8256256878376,56229.17437431216,589,3.053300101771528
0.5,0.6,0.45,0.45,0.15,0.15,0.1,1234,5366.544019848108,54633.45598015189,478,4.348901150606246
0.4,0.7,0.45,0.45,0.2,0.05,0.1,1232,4766.626317679882,55233.37368232012,563,3.8690148682466576
0.5,0.6,0.45,0.45,0.1,0.15,0.1,1227,5335.538402527571,54664.46159747243,479,4.348442055849691
0.4,0.7,0.45,0.45,0.15,0.05,0.1,1226,4738.722301483154,55261.277698516846,563,3.8651894791869124
0.45,0.6,0.45,0.45,0.2,0.1,0.1,1222,5321.94781178236,54678.05218821764,480,4.355112775599313
0.4,0.7,0.45,0.45,0.1,0.05,0.1,1221,4732.934037178755,55267.065962821245,565,3.876276852726253
0.4,0.7,0.35,0.45,0.2,0.15,0.1,1214,6313.423405051231,53686.57659494877,538,5.200513513221773
0.4,0.8,0.45,0.35,0.2,0.1,0.1,1210,4726.013578057289,55273.98642194271,658,3.905796345501892
0.45,0.6,0.45,0.45,0.15,0.1,0.1,1209,5268.6264398396015,54731.3735601604,481,4.357838246352028
0.4,0.8,0.45,0.35,0.15,0.1,0.1,1206,4735.050377219915,55264.949622780085,661,3.926244093880527
0.4,0.7,0.35,0.45,0.15,0.15,0.1,1205,6269.0043196082115,53730.99568039179,539,5.202493211293121
0.45,0.6,0.45,0.45,0.1,0.1,0.1,1202,5243.460912853479,54756.53908714652,481,4.362280293555307
0.4,0.7,0.35,0.45,0.1,0.15,0.1,1201,6258.041249006987,53741.95875099301,540,5.210692130730214
0.4,0.8,0.45,0.35,0.1,0.1,0.1,1200,4712.468331843615,55287.531668156385,663,3.927056943203012
0.4,0.7,0.45,0.45,0.2,0.15,0.2,1196,5090.802782416344,54909.197217583656,518,4.256524065565505
0.4,0.7,0.45,0.45,0.15,0.15,0.2,1191,5063.512937903404,54936.487062096596,518,4.25148021654358
0.4,0.7,0.45,0.45,0.1,0.15,0.2,1188,5081.777503579855,54918.222496420145,519,4.2775904912288345
0.4,0.6,0.45,0.35,0.2,0.05,0.1,1173,3632.056436419487,56367.94356358051,510,3.0963822987378404
0.45,0.8,0.45,0.35,0.2,0.15,0.1,1169,5192.286847144365,54807.713152855635,588,4.441648286693212
0.4,0.6,0.35,0.35,0.2,0.15,0.1,1168,5284.013955414295,54715.986044585705,494,4.523984550868404
0.4,0.6,0.45,0.35,0.15,0.05,0.1,1167,3616.840106457472,56383.15989354253,511,3.0992631589181423
0.4,0.6,0.45,0.35,0.1,0.05,0.1,1166,3617.0494634211063,56382.950536578894,512,3.102100740498376
0.45,0.7,0.45,0.25,0.2,0.15,0.1,1162,4333.926520526409,55666.07347947359,529,3.729713012501213
0.4,0.6,0.35,0.35,0.15,0.15,0.1,1161,5300.96536269784,54699.03463730216,495,4.565861638843962
0.45,0.8,0.45,0.35,0.15,0.15,0.1,1161,5157.075490146875,54842.924509853125,588,4.441925486775948
0.4,0.6,0.45,0.35,0.2,0.15,0.2,1157,4157.905057042837,55842.09494295716,471,3.5936949499073787
0.5,0.7,0.45,0.45,0.2,0.15,0.1,1155,5312.090455442667,54687.90954455733,491,4.599212515534776
0.4,0.6,0.35,0.35,0.1,0.15,0.1,1155,5267.79274597764,54732.20725402236,495,4.560859520326961
0.45,0.8,0.45,0.35,0.1,0.15,0.1,1155,5161.164537370205,54838.835462629795,589,4.468540724995848
0.45,0.7,0.45,0.25,0.15,0.15,0.1,1154,4320.9803312420845,55679.019668757915,529,3.744350373693314
0.4,0.6,0.45,0.35,0.15,0.15,0.2,1154,4132.017082303762,55867.98291769624,472,3.5806040574556
0.4,0.6,0.45,0.35,0.1,0.15,0.2,1152,4143.267772167921,55856.73222783208,473,3.5965866077846536
0.45,0.7,0.45,0.25,0.1,0.15,0.1,1150,4313.374131470919,55686.62586852908,531,3.7507601143225378
0.5,0.7,0.45,0.45,0.15,0.15,0.1,1146,5323.895617723465,54676.104382276535,494,4.645633174278765
0.5,0.7,0.45,0.45,0.1,0.15,0.1,1142,5352.81754386425,54647.18245613575,497,4.68723077396169
0.45,0.7,0.45,0.45,0.2,0.1,0.1,1139,5320.339000284672,54679.66099971533,499,4.67106145766872
0.45,0.7,0.45,0.45,0.15,0.1,0.1,1133,5323.8603447675705,54676.13965523243,500,4.698905864755138
0.45,0.7,0.45,0.45,0.1,0.1,0.1,1129,5375.42651244998,54624.57348755002,503,4.7612280889725245
0.4,0.7,0.45,0.35,0.2,0.05,0.1,1120,3644.026118963957,56355.97388103604,522,3.2535947490749613
0.4,0.7,0.45,0.35,0.1,0.05,0.1,1115,3684.6891986727715,56315.31080132723,526,3.3046539898410505
0.4,0.7,0.45,0.35,0.15,0.05,0.1,1115,3661.3875359892845,56338.612464010715,523,3.283755637658551
0.5,0.6,0.45,0.35,0.2,0.15,0.1,1110,4275.809535175562,55724.19046482444,449,3.852080662320326
0.4,0.8,0.45,0.25,0.2,0.1,0.1,1110,3634.391779333353,56365.60822066665,626,3.274226828228246
0.4,0.7,0.35,0.35,0.2,0.15,0.1,1107,5386.1979386508465,54613.80206134915,511,4.865580793722535
0.5,0.6,0.45,0.35,0.15,0.15,0.1,1105,4315.695413827896,55684.304586172104,452,3.9056067093465123
0.4,0.7,0.35,0.35,0.15,0.15,0.1,1101,5399.59321564436,54600.40678435564,512,4.904262684508955
0.5,0.6,0.45,0.35,0.1,0.15,0.1,1101,4316.423487782478,55683.57651221752,454,3.920457300438218
0.4,0.7,0.35,0.35,0.1,0.15,0.1,1100,5431.123045861721,54568.87695413828,513,4.937384587147019
0.4,0.8,0.45,0.25,0.15,0.1,0.1,1100,3556.8534068763256,56443.146593123674,627,3.233503097160296
0.45,0.6,0.45,0.35,0.2,0.1,0.1,1095,4351.145532935858,55648.85446706414,456,3.9736488885258976
0.4,0.7,0.45,0.35,0.2,0.15,0.2,1095,4220.936014443636,55779.063985556364,487,3.854736086249896
0.4,0.8,0.35,0.45,0.2,0.15,0.1,1094,5851.444653183222,54148.55534681678,555,5.348669701264371
0.4,0.8,0.45,0.25,0.1,0.1,0.1,1092,3524.363893598318,56475.63610640168,629,3.227439463002123
0.45,0.6,0.45,0.35,0.15,0.1,0.1,1090,4358.816976934671,55641.18302306533,458,3.9989146577382306
0.4,0.7,0.45,0.35,0.15,0.15,0.2,1090,4212.699343055487,55787.30065694451,487,3.8648617826197125
0.4,0.8,0.45,0.45,0.2,0.05,0.1,1088,4760.050931870937,55239.94906812906,605,4.375046812381377
0.45,0.6,0.45,0.35,0.1,0.1,0.1,1086,4381.245838880539,55618.75416111946,460,4.034296352560349
0.4,0.8,0.35,0.45,0.15,0.15,0.1,1084,5832.2648503780365,54167.73514962196,557,5.380318127655015
0.4,0.7,0.45,0.35,0.1,0.15,0.2,1084,4218.6637588739395,55781.33624112606,490,3.8917562351235606
0.4,0.8,0.45,0.45,0.2,0.15,0.2,1082,5096.578226774931,54903.42177322507,555,4.7103310783502135
0.4,0.8,0.45,0.45,0.15,0.05,0.1,1082,4782.022222369909,55217.97777763009,608,4.419613883890859
0.4,0.8,0.45,0.45,0.15,0.15,0.2,1078,5103.407925516367,54896.59207448363,557,4.734144643336148
0.4,0.8,0.45,0.45,0.1,0.05,0.1,1078,4809.141724318266,55190.858275681734,611,4.461170430721953
0.4,0.8,0.35,0.45,0.1,0.15,0.1,1076,5791.169728457928,54208.83027154207,557,5.382128000425583
0.4,0.8,0.45,0.45,0.1,0.15,0.2,1068,5096.290647387505,54903.709352612495,558,4.7718077222729445
0.45,0.8,0.45,0.25,0.2,0.15,0.1,1066,4017.180821508169,55982.81917849183,555,3.7684623091071003
0.5,0.8,0.45,0.45,0.2,0.15,0.1,1064,5189.872602671385,54810.127397328615,520,4.877699814540775
0.45,0.8,0.45,0.25,0.15,0.15,0.1,1061,4050.290300488472,55949.70969951153,558,3.817427238914677
0.5,0.8,0.45,0.45,0.15,0.15,0.1,1059,5192.709836035967,54807.29016396403,522,4.90340872146928
0.45,0.8,0.45,0.25,0.1,0.15,0.1,1049,3962.0132743120193,56037.98672568798,560,3.7769430641677975
0.5,0.8,0.45,0.45,0.1,0.15,0.1,1048,5162.960137009621,54837.03986299038,523,4.9264886803526915
0.5,0.7,0.45,0.35,0.2,0.15,0.1,1042,4423.870658993721,55576.12934100628,467,4.245557254312592
0.45,0.8,0.45,0.45,0.2,0.1,0.1,1041,5127.659760653973,54872.34023934603,524,4.925705821953864
0.5,0.7,0.45,0.35,0.15,0.15,0.1,1037,4429.5649990439415,55570.43500095606,469,4.2715188033210625
0.45,0.8,0.45,0.45,0.15,0.1,0.1,1034,5092.608810424805,54907.391189575195,524,4.925153588418573
0.4,0.6,0.45,0.25,0.2,0.05,0.1,1033,2724.310707837343,57275.68929216266,465,2.6372804528919103
0.45,0.7,0.45,0.35,0.2,0.1,0.1,1032,4430.444043666124,55569.555956333876,471,4.293065933785004
0.5,0.7,0.45,0.35,0.1,0.15,0.1,1030,4420.991131335497,55579.0088686645,470,4.2922243993548514
0.4,0.6,0.35,0.25,0.2,0.15,0.1,1028,4066.977195739746,55933.022804260254,454,3.9562034978013094
0.45,0.7,0.45,0.35,0.15,0.1,0.1,1027,4412.193292498589,55587.80670750141,473,4.29619600048548
0.4,0.6,0.35,0.25,0.15,0.15,0.1,1026,4080.8995513617992,55919.1004486382,456,3.9774849428477577
0.4,0.6,0.45,0.25,0.1,0.05,0.1,1026,2693.1028854846954,57306.897114515305,466,2.6248566135328417
0.4,0.6,0.45,0.25,0.15,0.05,0.1,1026,2693.1028854846954,57306.897114515305,466,2.6248566135328417
0.45,0.8,0.45,0.45,0.1,0.1,0.1,1023,5066.363834172487,54933.63616582751,525,4.952457315906635
0.4,0.6,0.45,0.45,0.2,0.1,0.2,1022,4597.066768437624,55402.933231562376,411,4.498108383989847
0.45,0.7,0.45,0.35,0.1,0.1,0.1,1021,4390.59148389101,55609.40851610899,473,4.300285488629785
0.4,0.6,0.35,0.25,0.1,0.15,0.1,1021,4044.0793440043926,55955.92065599561,456,3.960900434872079
0.4,0.6,0.45,0.25,0.2,0.15,0.2,1019,3158.464619219303,56841.5353807807,424,3.09957273721227
0.4,0.6,0.45,0.45,0.15,0.1,0.2,1016,4552.82413366437,55447.17586633563,412,4.481126115811388
0.4,0.6,0.45,0.45,0.1,0.1,0.2,1012,4552.446525007486,55447.553474992514,412,4.498464945659571
0.4,0.6,0.45,0.25,0.1,0.15,0.2,1011,3168.0462259352207,56831.95377406478,427,3.133576880252444
0.4,0.6,0.45,0.25,0.15,0.15,0.2,1011,3119.60896140337,56880.39103859663,424,3.0856666284899803
0.45,0.6,0.35,0.45,0.2,0.15,0.1,1008,5818.017936170101,54181.9820638299,407,5.771843190644941
0.45,0.6,0.35,0.45,0.15,0.15,0.1,1002,5847.633164465427,54152.36683553457,409,5.835961241981464
0.4,0.7,0.45,0.25,0.2,0.05,0.1,1002,2718.3648631572723,57281.63513684273,475,2.7129389851868986
0.45,0.6,0.45,0.45,0.2,0.15,0.2,1001,4742.840885341167,55257.15911465883,390,4.738102782558609
0.4,0.7,0.45,0.25,0.15,0.05,0.1,998,2710.4516541957855,57289.548345804214,477,2.7158834210378613
0.45,0.6,0.35,0.45,0.1,0.15,0.1,996,5858.926778882742,54141.07322111726,411,5.8824566053039575
0.4,0.6,0.35,0.45,0.2,0.1,0.1,992,5842.156492829323,54157.84350717068,412,5.889270658094075
0.45,0.6,0.45,0.45,0.15,0.15,0.2,991,4651.165378272533,55348.83462172747,391,4.693406032565624
0.45,0.6,0.45,0.45,0.1,0.15,0.2,987,4630.007359743118,55369.99264025688,391,4.690990232769117
0.4,0.7,0.45,0.25,0.1,0.05,0.1,987,2622.280389249325,57377.719610750675,477,2.6568190367267728
0.4,0.6,0.35,0.45,0.15,0.1,0.1,984,5829.36011621356,54170.63988378644,412,5.924146459566626
0.4,0.7,0.35,0.25,0.2,0.15,0.1,982,4082.2432817816734,55917.75671821833,463,4.157070551712499
0.4,0.6,0.35,0.45,0.1,0.1,0.1,980,5776.022660404444,54223.977339595556,413,5.893900673882086
0.4,0.8,0.35,0.35,0.2,0.15,0.1,979,4965.108583003283,55034.89141699672,533,5.071612444334303
0.4,0.7,0.35,0.25,0.15,0.15,0.1,979,4070.8953081965446,55929.104691803455,463,4.158217883755408
0.4,0.7,0.45,0.25,0.2,0.15,0.2,977,3216.7546431720257,56783.245356827974,443,3.2924817227963414
0.4,0.8,0.45,0.35,0.2,0.05,0.1,974,3744.2158801853657,56255.784119814634,571,3.8441641480342565
0.4,0.8,0.35,0.35,0.15,0.15,0.1,973,4943.506774395704,55056.493225604296,533,5.080685276871227
0.4,0.7,0.35,0.25,0.1,0.15,0.1,971,4046.025131583214,55953.974868416786,464,4.166864193185596
0.4,0.8,0.45,0.35,0.2,0.15,0.2,969,4083.8036130070686,55916.19638699293,522,4.21445161301039
0.4,0.8,0.45,0.35,0.15,0.05,0.1,968,3740.1121251285076,56259.88787487149,573,3.8637521953806897
0.4,0.7,0.45,0.25,0.15,0.15,0.2,968,3201.704042673111,56798.29595732689,445,3.307545498629247
0.55,0.6,0.45,0.45,0.2,0.15,0.1,966,4846.890926033258,55153.10907396674,371,5.017485430676251
0.5,0.6,0.45,0.25,0.2,0.15,0.1,966,3110.6003496050835,56889.39965039492,407,3.220083177645014
0.4,0.8,0.45,0.35,0.15,0.15,0.2,965,4137.718338757753,55862.28166124225,526,4.287791024619434
0.4,0.8,0.35,0.35,0.1,0.15,0.1,963,4917.77552229166,55082.22447770834,535,5.106724322213562
0.5,0.6,0.45,0.25,0.15,0.15,0.1,959,3076.4709956645966,56923.5290043354,407,3.207998952726378
0.4,0.7,0.45,0.25,0.1,0.15,0.2,958,3131.5820405483246,56868.417959451675,445,3.268874781365683
0.4,0.8,0.45,0.35,0.1,0.15,0.2,956,4130.697172313929,55869.30282768607,530,4.3208129417509715
0.4,0.8,0.45,0.35,0.1,0.05,0.1,956,3723.8193619847298,56276.18063801527,576,3.8952085376409307
0.55,0.6,0.45,0.45,0.15,0.15,0.1,954,4791.666698008776,55208.333301991224,372,5.022711423489283
0.5,0.6,0.45,0.25,0.1,0.15,0.1,954,3078.2272706329823,56921.77272936702,408,3.2266533235146566
0.45,0.7,0.35,0.45,0.2,0.15,0.1,952,5514.665569752455,54485.334430247545,416,5.792715934613923
0.4,0.7,0.45,0.45,0.2,0.1,0.2,952,4346.539760559797,55653.4602394402,420,4.565693025798106
0.55,0.6,0.45,0.45,0.1,0.15,0.1,951,4782.668769448996,55217.331230551004,373,5.029094394793897
0.4,0.7,0.45,0.45,0.15,0.1,0.2,949,4332.075286895037,55667.92471310496,421,4.564884390827225
0.5,0.6,0.45,0.45,0.2,0.1,0.1,948,4867.480014115572,55132.51998588443,376,5.134472588729507
0.45,0.6,0.45,0.25,0.2,0.1,0.1,948,3129.1941222548485,56870.80587774515,411,3.3008376817034266
0.45,0.7,0.35,0.45,0.15,0.15,0.1,941,5481.882455646992,54518.11754435301,417,5.8255924077013725
0.5,0.6,0.45,0.45,0.15,0.1,0.1,940,4804.623559445143,55195.37644055486,378,5.111301658984194
0.4,0.7,0.45,0.45,0.1,0.1,0.2,940,4307.001071155071,55692.99892884493,422,4.581916033143693
0.45,0.6,0.45,0.25,0.15,0.1,0.1,938,3097.041254609823,56902.95874539018,411,3.3017497383900034
0.5,0.8,0.45,0.35,0.2,0.15,0.1,937,4064.8201318085194,55935.17986819148,482,4.3381218055587185
0.45,0.6,0.45,0.25,0.1,0.1,0.1,936,3111.395621329546,56888.604378670454,412,3.3241406210785747
0.45,0.7,0.35,0.45,0.1,0.15,0.1,935,5438.37891960144,54561.62108039856,417,5.816448042354482
0.45,0.7,0.45,0.45,0.2,0.15,0.2,934,4508.438518732786,55491.561481267214,398,4.827021968664654
0.4,0.7,0.35,0.45,0.2,0.1,0.1,930,5400.714004665613,54599.28599533439,417,5.807219359855498
0.5,0.8,0.45,0.35,0.15,0.15,0.1,930,4041.365848213434,55958.634151786566,484,4.345554675498317
0.5,0.6,0.45,0.45,0.1,0.1,0.1,929,4748.8044854700565,55251.19551452994,378,5.111737874564108
0.45,0.7,0.45,0.45,0.15,0.15,0.2,929,4498.247723609209,55501.75227639079,400,4.842031995273637
0.45,0.6,0.45,0.45,0.2,0.05,0.1,926,4697.859198272228,55302.14080172777,379,5.073282071568281
0.4,0.7,0.35,0.45,0.15,0.1,0.1,924,5378.297410428524,54621.702589571476,417,5.8206681931044635
0.5,0.8,0.45,0.35,0.1,0.15,0.1,924,4067.717798948288,55932.28220105171,487,4.402291990203775
0.45,0.7,0.45,0.45,0.1,0.15,0.2,921,4480.689074456692,55519.31092554331,400,4.865026139475235
0.4,0.7,0.35,0.45,0.1,0.1,0.1,920,5397.837551951408,54602.16244804859,419,5.867214730381965
0.45,0.8,0.45,0.35,0.2,0.1,0.1,918,4047.8804537951946,55952.119546204805,488,4.409455832020909
0.45,0.6,0.45,0.45,0.15,0.05,0.1,917,4658.62694555521,55341.37305444479,379,5.080291107475692
0.45,0.8,0.45,0.35,0.15,0.1,0.1,913,4062.7215383648872,55937.27846163511,492,4.449859297223315
0.5,0.7,0.45,0.25,0.2,0.15,0.1,911,3168.7800437510014,56831.219956249,419,3.478353505763997
0.45,0.6,0.45,0.45,0.1,0.05,0.1,910,4662.445783704519,55337.55421629548,380,5.123566795279691
0.55,0.7,0.45,0.45,0.2,0.15,0.1,906,4693.042276918888,55306.95772308111,379,5.17995836304513
0.45,0.8,0.45,0.35,0.1,0.1,0.1,906,4052.761632144451,55947.23836785555,495,4.473246834596525
0.5,0.7,0.45,0.25,0.15,0.15,0.1,904,3167.2647209763527,56832.73527902365,420,3.50361141700924
0.45,0.7,0.45,0.25,0.2,0.1,0.1,903,3153.4663957059383,56846.53360429406,421,3.4922108479578498
0.45,0.7,0.45,0.25,0.15,0.1,0.1,899,3168.657894194126,56831.342105805874,422,3.524647268291575
0.5,0.7,0.45,0.25,0.1,0.15,0.1,896,3140.5060708522797,56859.49392914772,421,3.505029096933348
0.55,0.7,0.45,0.45,0.15,0.15,0.1,894,4665.181686013937,55334.81831398606,381,5.218324033572636
0.45,0.7,0.45,0.25,0.1,0.1,0.1,892,3135.7239885926247,56864.276011407375,423,3.515385637435678
0.55,0.7,0.45,0.45,0.1,0.15,0.1,891,4685.723592191935,55314.276407808065,383,5.258949037252452
0.4,0.6,0.45,0.35,0.2,0.1,0.2,891,3456.0848633646965,56543.9151366353,368,3.8788831238661015
0.5,0.7,0.45,0.45,0.2,0.1,0.1,889,4640.994497328997,55359.005502671,383,5.220466251213719
0.4,0.6,0.45,0.35,0.15,0.1,0.2,884,3422.5232813358307,56577.47671866417,368,3.8716326711943787
0.5,0.7,0.45,0.45,0.15,0.1,0.1,883,4612.9357561171055,55387.064243882895,383,5.224162804209633
0.4,0.6,0.45,0.35,0.1,0.1,0.2,881,3478.5942893326283,56521.40571066737,369,3.948461168368477
