threshold,score_mix_lambda,w_shortage,w_value,w_bb,w_trend,w_risk,shares,spent,cash,trades,avg_price
0.4,0.8,0.45,0.35,0.2,0.15,0.1,755,17924.76870059967,42075.23129940033,422,23.741415497483008
0.45,0.7,0.45,0.45,0.1,0.15,0.1,749,17246.652052879333,42753.34794712067,338,23.02623772080018
0.4,0.7,0.45,0.45,0.1,0.1,0.1,744,17173.344720840454,42826.655279159546,340,23.082452581774803
0.4,0.7,0.35,0.45,0.1,0.15,0.1,742,24678.428129196167,35321.57187080383,341,33.259337101342545
0.4,0.8,0.45,0.35,0.15,0.15,0.1,739,15209.70668888092,44790.29331111908,423,20.581470485630476
0.4,0.6,0.45,0.25,0.2,0.15,0.1,729,14330.31936264038,45669.68063735962,325,19.65750255506225
0.45,0.8,0.45,0.45,0.2,0.15,0.1,726,19590.210737228394,40409.78926277161,373,26.98376134604462
0.4,0.8,0.45,0.35,0.1,0.15,0.1,726,13160.531350135803,46839.4686498642,428,18.1274536503248
0.4,0.7,0.45,0.25,0.2,0.15,0.1,721,14303.2506980896,45696.7493019104,335,19.838073090276836
0.4,0.6,0.45,0.25,0.15,0.15,0.1,715,11349.82002735138,48650.17997264862,320,15.873874164127804
0.4,0.8,0.45,0.45,0.2,0.1,0.1,713,19413.92873764038,40586.07126235962,378,27.22851155349282
0.45,0.8,0.45,0.45,0.15,0.15,0.1,712,17844.738735198975,42155.261264801025,376,25.06283530224575
0.4,0.6,0.45,0.25,0.1,0.15,0.1,711,10968.097367286682,49031.90263271332,321,15.426297281697162
0.4,0.7,0.45,0.25,0.15,0.15,0.1,706,11344.189360618591,48655.81063938141,332,16.068256884728882
0.4,0.7,0.45,0.25,0.1,0.15,0.1,703,10981.961365699768,49018.03863430023,340,15.621566665291278
0.4,0.8,0.45,0.45,0.15,0.1,0.1,702,17698.470734596252,42301.52926540375,378,25.211496772929134
0.4,0.8,0.35,0.45,0.2,0.15,0.1,693,23708.280108451843,36291.71989154816,367,34.21108240757842
0.45,0.8,0.45,0.45,0.1,0.15,0.1,692,14967.16804599762,45032.83195400238,370,21.62885555780003
0.4,0.8,0.35,0.45,0.15,0.15,0.1,683,22564.250114440918,37435.74988555908,368,33.03696942085054
0.45,0.6,0.45,0.35,0.2,0.15,0.1,680,14892.64337348938,45107.35662651062,287,21.900946137484382
0.4,0.8,0.45,0.45,0.1,0.1,0.1,679,14783.038043022156,45216.961956977844,374,21.771779150253543
0.4,0.6,0.45,0.35,0.2,0.1,0.1,673,14746.287371635437,45253.71262836456,290,21.91127395488178
0.45,0.7,0.45,0.35,0.2,0.15,0.1,668,14629.39269733429,45370.60730266571,299,21.90028846906331
0.4,0.8,0.35,0.45,0.1,0.15,0.1,666,20759.85944366455,39240.14055633545,369,31.17096012562245
0.4,0.8,0.45,0.25,0.2,0.15,0.1,665,12324.244020462036,47675.755979537964,398,18.53269777513088
0.4,0.7,0.45,0.35,0.2,0.1,0.1,662,14510.35069656372,45489.64930343628,300,21.91895875613855
0.4,0.6,0.45,0.45,0.2,0.15,0.2,660,15888.602049827576,44111.397950172424,271,24.073639469435722
0.45,0.6,0.45,0.35,0.15,0.15,0.1,660,12029.657346725464,47970.342653274536,281,18.226753555644642
0.5,0.6,0.45,0.45,0.2,0.15,0.1,658,17092.861377716064,42907.138622283936,265,25.976992975252376
0.4,0.6,0.45,0.35,0.15,0.1,0.1,658,11995.642017364502,48004.3579826355,285,18.23045899295517
0.4,0.6,0.35,0.35,0.2,0.15,0.1,653,18498.020038604736,41501.979961395264,280,28.32774891057387
0.45,0.6,0.45,0.45,0.2,0.1,0.1,652,16791.721385002136,43208.278614997864,269,25.75417390337751
0.45,0.7,0.45,0.35,0.15,0.15,0.1,652,12003.512671470642,47996.48732852936,294,18.410295508390554
