date,price,score,q_score,q_cash,q_exec,buy_lots,buy_shares,cost,cash_after,contribution_cum,shares_after,shortage,value,bb,trend,risk
2014-01-03,0.3693651258945465,0.5189895620726697,0.1254355674048539,1.0,0.3878048971833978,2,2,0.738730251789093,499.2612697482109,500.0,2,1.0,0.054255891636199136,0.0,1.0,0.0
2014-01-09,0.3712508976459503,0.516390061075506,0.12070920195546543,1.0,0.3844964413688258,2,2,0.7425017952919006,498.518767952919,500.0,4,0.9985005027963287,0.048328243133688664,0.0,1.0,0.0
2014-01-10,0.37077945470809937,0.5162646029173361,0.12048109621333836,1.0,0.38433676734933686,2,2,0.7415589094161987,497.7772090435028,500.0,6,0.9970041254754839,0.04946616857404791,0.0,1.0,0.0
2014-01-13,0.36205801367759705,0.5511375549692131,0.18388646358038746,1.0,0.4287205245062713,2,2,0.7241160273551941,497.0530930161476,500.0,8,0.9955203897010967,0.15058691021094084,0.0,1.0,0.0
2014-01-24,0.366772323846817,0.5335947407025429,0.151990437640987,1.0,0.4063933063486909,2,2,0.733544647693634,496.319548368454,500.0,10,0.9940094652534379,0.1019755081823989,0.0,1.0,0.0
2014-01-27,0.36441510915756226,0.539754157457516,0.16318937719548357,1.0,0.4142325640368385,2,2,0.7288302183151245,495.59071815013885,500.0,12,0.9925308664477547,0.1210524405737194,0.0,1.0,0.0
2014-01-28,0.367950975894928,0.5202425506847767,0.1277137285177757,1.0,0.38939960996244305,2,2,0.735901951789856,494.854816198349,500.0,14,0.9910496241983738,0.06678623490098819,0.0,1.0,0.0
2014-01-29,0.36441510915756226,0.5325930002110946,0.15016909129289918,1.0,0.4051183639050295,2,2,0.7288302183151245,494.1259859800339,500.0,16,0.9895806074738633,0.10354225027212122,0.0,1.0,0.0
2014-01-30,0.37054377794265747,0.5025482248690422,0.09554222703462208,1.0,0.3668795589242355,2,2,0.7410875558853149,493.38489842414856,500.0,18,0.9880969300918974,0.019183712391080254,0.0,1.0,0.0
2014-05-07,0.43259555101394653,0.45802685163716494,0.014594275703936241,1.0,0.31021599299275543,2,2,0.8651911020278931,2492.5197073221207,2500.0,20,0.9968422031295749,0.06825787866283961,0.0,1.0,0.3237908849509008
2014-10-01,0.43651047348976135,0.4796730892839223,0.053951071425313295,1.0,0.33776574999771936,2,2,0.8730209469795227,4991.646686375141,5000.0,22,0.9981958955072718,0.16091805935630588,0.0,1.0,0.38008397459164933
2014-10-02,0.43459901213645935,0.5113661795313588,0.11157487187519773,1.0,0.37810241031263847,2,2,0.8691980242729187,4990.777488350868,5000.0,24,0.9980223687997705,0.16533807421103439,0.0,1.0,0.22904987761211482
2014-10-03,0.43555453419685364,0.5146020657911806,0.11745830143851019,1.0,0.38222081100695715,2,2,0.8711090683937073,4989.9063792824745,5000.0,26,0.997848941677647,0.1403880071042285,0.0,1.0,0.16890433141237882
2014-10-06,0.43292662501335144,0.5199520007462525,0.1271854559022772,1.0,0.38902981913159407,2,2,0.8658532500267029,4989.040526032448,5000.0,28,0.9976772196491157,0.15404362445980013,0.0,1.0,0.16575147345934016
2014-10-07,0.4283870458602905,0.5506750033455136,0.18304546062820642,1.0,0.42813182243974457,2,2,0.856774091720581,4988.183751940727,5000.0,30,0.9975083050285257,0.18607316649552516,0.0,1.0,0.06789255843952136
2014-10-08,0.4362714886665344,0.5201481199663621,0.12754203630247654,1.0,0.3892794254117336,2,2,0.8725429773330688,4987.311208963394,5000.0,32,0.9973352834116798,0.08835396703612042,0.0,1.0,0.04921558845183949
2014-10-09,0.42790916562080383,0.5570015573621407,0.19454828611298314,1.0,0.4361838002790882,2,2,0.8558183312416077,4986.455390632153,5000.0,34,0.9971675161820681,0.16569407628119115,0.0,1.0,0.0
2014-10-10,0.402583509683609,0.7143969790000761,0.4807217800001384,1.0,0.6365052460000968,3,3,1.207750529050827,4985.247640103102,5000.0,37,0.9970163855806573,0.4123296762125967,1.0,1.0,0.394370713137814
2014-10-13,0.4011498689651489,0.7214895808036024,0.49361741964291334,1.0,0.6455321937500393,3,3,1.2034496068954468,4984.044190496206,5000.0,40,0.9967796364833877,0.3910342496600212,1.0,1.0,0.3212263967329536
2014-10-14,0.41046786308288574,0.5089426183512586,0.10716839700228842,1.0,0.3750178779016019,2,2,0.8209357261657715,4983.2232547700405,5000.0,42,0.9965373574677343,0.25832817845842876,0.0,1.0,0.4013015961144919
2014-10-15,0.41667988896369934,0.4688922369976837,0.034349521813970295,1.0,0.32404466526977926,2,2,0.8333597779273987,4982.389894992113,5000.0,44,0.9963771456831767,0.16940130459881156,0.0,1.0,0.44565110300506094
2014-10-16,0.41691890358924866,0.4672967515690848,0.031448639216517776,1.0,0.3220140474515625,2,2,0.8338378071784973,4981.556057184935,5000.0,46,0.9962166749859439,0.15124085565678627,0.0,1.0,0.42156692077935376
2014-10-17,0.41620197892189026,0.4862775075934569,0.06595910471537614,1.0,0.3461713733007633,2,2,0.8324039578437805,4980.723653227091,5000.0,48,0.9960567281553894,0.14482090384576185,0.0,1.0,0.31514831803472965
2014-10-20,0.41978585720062256,0.4717959200314101,0.03962894551165466,1.0,0.3277402618581583,2,2,0.8395717144012451,4979.88408151269,5000.0,50,0.9958933552884426,0.09338582689607068,0.0,1.0,0.29725896866584756
2014-12-31,0.4810658097267151,0.4528336820226049,0.005152149132008847,1.0,0.3036065043924062,2,2,0.9621316194534302,5978.921949893236,6000.0,52,0.9959350667998487,0.06894510889707632,0.0,1.0,0.34937189735659446
2015-01-02,0.48298537731170654,0.46362601621374916,0.02477457493408936,1.0,0.3173422024538626,2,2,0.9659707546234131,6477.955979138613,6500.0,54,0.996101326304393,0.04461860600519099,0.0,1.0,0.25312980047302625
2015-01-05,0.4748275578022003,0.5024043621329968,0.09528065842363047,1.0,0.3666964608965414,2,2,0.9496551156044006,6477.006324023008,6500.0,56,0.9959612726908114,0.11638079592680703,0.0,1.0,0.1845768094158482
2015-01-06,0.4604315161705017,0.6822452469843375,0.4222640854260682,1.0,0.5955848597982478,3,3,1.3812945485115051,6475.625029474497,6500.0,59,0.9958327868837136,0.24047068129253396,1.0,1.0,0.25230483438674556
2015-01-07,0.4592318832874298,0.5371272234148283,0.158413133481506,1.0,0.4108891934370542,2,2,0.9184637665748596,6474.706565707922,6500.0,61,0.9956306903902951,0.2298957370613159,0.0,1.0,0.20903513096617732
2015-01-08,0.4765070378780365,0.45317345372971285,0.00576991587220516,1.0,0.30403894111054364,2,2,0.953014075756073,6473.753551632166,6500.0,63,0.9954869197735943,0.0456948977071858,0.0,1.0,0.3062009119428004
2015-01-12,0.47242823243141174,0.4622459121290676,0.022265294780122936,1.0,0.3155857063460861,2,2,0.9448564648628235,6472.808695167303,6500.0,65,0.9953488392166407,0.07765910002445713,0.0,1.0,0.31653433302658285
2015-01-13,0.4717085361480713,0.4685181377790706,0.03366934141649195,1.0,0.3235685389915444,2,2,0.9434170722961426,6471.865278095007,6500.0,67,0.9952089672539719,0.07717269789977567,0.0,1.0,0.28407722512370515
2015-01-14,0.47362789511680603,0.45913626496055093,0.01661139083736531,1.0,0.31162797358615574,2,2,0.9472557902336121,6470.918022304773,6500.0,69,0.9950669259595968,0.05175619581316114,0.0,1.0,0.2862591382995716
2015-01-15,0.4702688455581665,0.4712591758731927,0.03865304704216855,1.0,0.32705713292951805,2,2,0.940537691116333,6469.977484613657,6500.0,71,0.9949280743336804,0.07870876205561865,0.0,1.0,0.2725685843153094
2015-01-28,0.4633108079433441,0.46087685967126546,0.019776108493209904,1.0,0.31384327594524697,2,2,0.9266216158866882,6469.05086299777,6500.0,73,0.9947531625274467,0.17730478509057018,0.0,1.0,0.49671710997520213
2015-03-25,0.5067628622055054,0.5730729738855126,0.22376904342820467,1.0,0.45663833039974333,2,2,1.0135257244110107,7468.037337273359,7500.0,75,0.9947368816377012,0.31409753756140874,1.0,1.0,0.9250953641708792
2015-03-26,0.5050769448280334,0.5689730533502432,0.21631464245498755,1.0,0.4514202497184913,2,2,1.010153889656067,7467.027183383703,7500.0,77,0.9946266431795665,0.3001730416696545,1.0,1.0,0.9210341817349208
2015-05-08,0.5017049908638,0.550333350468885,0.18242427357979085,1.0,0.4276969915058536,2,2,1.0034099817276,8466.023773401976,8500.0,79,0.995173781293439,0.2914929343319466,1.0,1.0,1.0
2015-05-11,0.4968879222869873,0.5555883219477435,0.1919787671777155,1.0,0.43438513702440085,2,2,0.9937758445739746,8465.029997557402,8500.0,81,0.9950801811757284,0.3066007386749676,1.0,1.0,1.0
2015-06-29,0.48684731125831604,0.582976871020011,0.2417761291272926,1.0,0.46924329038910484,2,2,0.9736946225166321,8964.056302934885,9000.0,83,0.995358436140637,0.28001129136014,1.0,1.0,0.8170126680263048
2015-07-07,0.4788622260093689,0.45022768295231946,0.00041396900421718604,1.0,0.30028977830295206,2,2,0.9577244520187378,9463.098578482866,9500.0,85,0.9955902540677971,0.25625316838974255,0.0,1.0,0.6895875745390969
2015-07-08,0.4754745662212372,0.4929438964971654,0.07807981181302799,1.0,0.35465586826911966,2,2,0.9509491324424744,9462.147629350424,9500.0,87,0.9955089245345772,0.2636666299916351,0.0,1.0,0.4888377379350446
2015-07-09,0.4696672260761261,0.4870510864357212,0.06736561170131125,1.0,0.3471559281909179,2,2,0.9393344521522522,9461.208294898272,9500.0,89,0.9954314031051197,0.29268710206216564,0.0,1.0,0.568951951864143
2015-07-10,0.4778943359851837,0.4634831272516001,0.024514776821091114,1.0,0.3171603437747638,2,2,0.9557886719703674,9460.252506226301,9500.0,91,0.9953450928179719,0.19097246937339135,0.0,1.0,0.508640097576885
2015-07-13,0.48104000091552734,0.47212293808590533,0.04022352379255512,1.0,0.32815646665478865,2,2,0.9620800018310547,9459.29042622447,9500.0,93,0.9952549314942845,0.14458342874846059,0.0,1.0,0.38410243999527705
2015-07-14,0.48128190636634827,0.46537586896379524,0.02795612538871859,1.0,0.31956928777210303,2,2,0.9625638127326965,9458.327862411737,9500.0,95,0.9951637737190034,0.12895356491755314,0.0,1.0,0.39032599779499755
2015-07-15,0.4778943359851837,0.47794420857955905,0.05080765196283461,1.0,0.33556535637398427,2,2,0.9557886719703674,9457.372073739767,9500.0,97,0.9950751295944029,0.1481531834618849,0.0,1.0,0.3609285049507085
2015-07-20,0.4766845703125,0.45914613161353146,0.016629330206420816,1.0,0.31164053114449464,2,2,0.953369140625,9456.418704599142,9500.0,99,0.9949959823213587,0.13670747979037162,0.0,1.0,0.43475040062787085
2015-07-22,0.4696672260761261,0.47853490489935047,0.051881645271546276,1.0,0.3363171516900824,2,2,0.9393344521522522,9455.47937014699,9500.0,101,0.9949231470472266,0.1796645207212083,0.0,1.0,0.41285389409800866
2015-07-24,0.46990928053855896,0.4709389599094413,0.03807083619898414,1.0,0.32664958533928895,2,2,0.9398185610771179,9454.539551585913,9500.0,103,0.9948487808840955,0.1507812988173817,0.0,1.0,0.40015783993037823
2015-07-27,0.46724751591682434,0.48736972861981337,0.06794496112693338,1.0,0.3475614727888534,2,2,0.9344950318336487,9453.605056554079,9500.0,105,0.9947646124216727,0.16182261988535224,0.0,1.0,0.33717901343822665
2015-09-04,0.528502881526947,0.46192898845133634,0.0216890699115206,1.0,0.31518234893806446,2,2,1.057005763053894,10452.548050791025,10500.0,107,0.9946699559455286,0.04222783033481401,0.0,1.0,0.25492618373391784
2016-01-04,0.7895452380180359,0.47942310665997107,0.05349655756358373,1.0,0.33744759029450866,2,2,1.5790904760360718,12450.968960314989,12500.0,109,0.9931736014986373,0.04972700019987944,0.0,1.0,0.1779605196725489
2016-01-06,0.7690563201904297,0.6548408257067367,0.37243786492133946,1.0,0.5607065054449376,3,3,2.307168960571289,12448.661791354418,12500.0,112,0.9930660368594024,0.16425817668636766,1.0,1.0,0.251113245171414
2016-01-07,0.738567054271698,0.7103351824350663,0.47333669533648415,1.0,0.6313356867355389,3,3,2.215701162815094,12446.446090191603,12500.0,115,0.9929235029187595,0.32426797446343253,1.0,1.0,0.25340917324350465
2016-01-08,0.7227129340171814,0.7371058936636098,0.5220107157520177,1.0,0.6654075010264124,3,3,2.168138802051544,12444.277951389551,12500.0,118,0.99279272409144,0.3873286680608294,1.0,1.0,0.22968296794842247
2016-01-11,0.723932683467865,0.5746877016627543,0.22670491211409868,1.0,0.4586934384798691,2,2,1.44786536693573,12442.830086022615,12500.0,120,0.9926581717476866,0.3458973044055548,0.0,1.0,0.2190335749544008
2016-01-12,0.7361282110214233,0.5229179858761439,0.13257815613844345,1.0,0.39280470929691047,2,2,1.4722564220428467,12441.357829600573,12500.0,122,0.9925717754276979,0.24325714912013205,0.0,1.0,0.29811068857798273
2016-01-13,0.7136881351470947,0.5699087462943759,0.21801590235341076,1.0,0.45261113164738753,2,2,1.4273762702941895,12439.930453330278,12500.0,124,0.9925038223625536,0.3539013241630477,0.0,1.0,0.2566652749479228
2016-01-14,0.6992976665496826,0.5995612069150534,0.2719294671182789,1.0,0.4903506269827953,2,2,1.3985953330993652,12438.531857997179,12500.0,126,0.9924458897229689,0.408438189428203,0.0,1.0,0.20374110393928357
2016-01-15,0.661247193813324,0.6340439794254931,0.3346254171372601,1.0,0.5342377919960821,3,3,1.983741581439972,12436.548116415739,12500.0,129,0.9924202948586041,0.6031457759247394,0.0,1.0,0.3720207267433855
